crop_name,country_code,adm_id,season_name,planting_year,harvest_year,planting_date,harvest_date,yield,production,planted_area,harvest_area
barley,MA,MA-NAT,main,1990,1990,,,1955200.0,2137640.0,2414900.0,2414900.0
barley,MA,MA-NAT,main,1991,1991,,,2023000.0,3252520.0,2356900.0,2356900.0
barley,MA,MA-NAT,main,1992,1992,,,1272.3,1080690.0,2232900.0,2232900.0
barley,MA,MA-NAT,main,1993,1993,,,2573900.0,1026830.0,2150800.0,2150800.0
barley,MA,MA-NAT,main,1994,1994,,,1957800.0,3719910.0,2582400.0,2582400.0
barley,MA,MA-NAT,main,1995,1995,,,1260.5,607690.0,1578500.0,1578500.0
barley,MA,MA-NAT,main,1996,1996,,,2467890.0,3831130.0,2430000.0,2430000.0
barley,MA,MA-NAT,main,1997,1997,,,2041300.0,1324240.0,1996000.0,1996000.0
barley,MA,MA-NAT,main,1998,1998,,,615.6,1970000.0,2426000.0,2426000.0
barley,MA,MA-NAT,main,1999,1999,,,1256600.0,1473980.0,2069880.0,2069880.0
barley,MA,MA-NAT,main,2000,2000,,,1998000.0,466810.0,2250900.0,2250900.0
barley,MA,MA-NAT,main,2001,2001,,,1195.7,1155240.0,2126000.0,2126000.0
barley,MA,MA-NAT,main,2002,2002,,,2389000.0,1668980.0,2002400.0,2002400.0
barley,MA,MA-NAT,main,2003,2003,,,1844000.0,2620390.0,2266500.0,2266500.0
barley,MA,MA-NAT,main,2004,2004,,,860.6,2760340.0,2324100.0,2324100.0
barley,MA,MA-NAT,main,2005,2005,,,1587000.0,1102130.0,2179800.0,2179800.0
barley,MA,MA-NAT,main,2006,2006,,,2236000.0,2535080.0,2188700.0,2188700.0
barley,MA,MA-NAT,main,2007,2007,,,1280.0,762550.0,1993400.0,1993400.0
barley,MA,MA-NAT,main,2008,2008,,,2862000.0,1353240.0,2181300.0,2181300.0
barley,MA,MA-NAT,main,2009,2009,,,2341000.0,3769500.0,2182800.0,2182800.0
barley,MA,MA-NAT,main,2010,2010,,,575.4,2566450.0,1919500.0,1919500.0
barley,MA,MA-NAT,main,2011,2011,,,1347000.0,2317611.0,2025890.0,2025890.0
barley,MA,MA-NAT,main,2012,2012,,,2415000.0,1201388.0,1893130.0,1893130.0
barley,MA,MA-NAT,main,2013,2013,,,964.0,2722621.52,1967095.0,1967095.0
barley,MA,MA-NAT,main,2014,2014,,,2328000.0,1638086.22,1585216.0,1585216.0
barley,MA,MA-NAT,main,2015,2015,,,2193000.0,3396992.28,2000164.0,2000164.0
barley,MA,MA-NAT,main,2016,2016,,,860.9,619918.6,1207615.0,1207615.0
barley,MA,MA-NAT,main,2017,2017,,,1888000.0,2466462.0,2001473.0,2001473.0
barley,MA,MA-NAT,main,2018,2018,,,2149800.0,2851022.1,1564460.0,1564460.0
barley,MA,MA-NAT,main,2019,2019,,,1027.8,1161182.82,1050153.0,1050153.0
barley,MA,MA-NAT,main,2020,2020,,,2209670.0,645032.3,1495190.0,1495190.0
barley,MA,MA-NAT,main,2021,2021,,,2228000.0,2780345.4,1489257.0,1489257.0
barley,MA,MA-NAT,main,2022,2022,,,466.3,696379.79,1137328.0,1137328.0
barley,MA,MA-NAT,main,2023,2023,,,1039000.0,1348114.49,1239809.0,1239809.0
grain maize,MA,MA-NAT,main,1961,1961,,,2266500.0,130000.0,410000.0,410000.0
grain maize,MA,MA-NAT,main,1962,1962,,,1156.1,420000.0,450000.0,450000.0
grain maize,MA,MA-NAT,main,1963,1963,,,2620390.0,480000.0,460000.0,460000.0
grain maize,MA,MA-NAT,main,1964,1964,,,2324100.0,400000.0,460000.0,460000.0
grain maize,MA,MA-NAT,main,1965,1965,,,1187.7,330000.0,430000.0,430000.0
grain maize,MA,MA-NAT,main,1966,1966,,,2760340.0,218500.0,508000.0,508000.0
grain maize,MA,MA-NAT,main,1967,1967,,,2179800.0,356500.0,532000.0,532000.0
grain maize,MA,MA-NAT,main,1968,1968,,,505.6,380000.0,500000.0,500000.0
grain maize,MA,MA-NAT,main,1969,1969,,,1102130.0,430000.0,460000.0,460000.0
grain maize,MA,MA-NAT,main,1970,1970,,,2188700.0,319600.0,510000.0,510000.0
grain maize,MA,MA-NAT,main,1971,1971,,,1158.3,389900.0,453000.0,453000.0
grain maize,MA,MA-NAT,main,1972,1972,,,2535080.0,367580.0,480900.0,480900.0
grain maize,MA,MA-NAT,main,1973,1973,,,1993400.0,217300.0,446400.0,446400.0
grain maize,MA,MA-NAT,main,1974,1974,,,382.5,389000.0,447300.0,447300.0
grain maize,MA,MA-NAT,main,1975,1975,,,762550.0,370700.0,491700.0,491700.0
grain maize,MA,MA-NAT,main,1976,1976,,,2181300.0,492500.0,431800.0,431800.0
grain maize,MA,MA-NAT,main,1977,1977,,,620.4,184270.0,424500.0,424500.0
grain maize,MA,MA-NAT,main,1978,1978,,,1353240.0,390360.0,394400.0,394400.0
grain maize,MA,MA-NAT,main,1979,1979,,,2182800.0,311620.0,415500.0,415500.0
grain maize,MA,MA-NAT,main,1980,1980,,,1726.9,332700.0,411400.0,411400.0
grain maize,MA,MA-NAT,main,1981,1981,,,3769500.0,90000.0,362000.0,362000.0
grain maize,MA,MA-NAT,main,1982,1982,,,1919500.0,246890.0,400000.0,400000.0
grain maize,MA,MA-NAT,main,1983,1983,,,1337.0,258360.0,434800.0,434800.0
grain maize,MA,MA-NAT,main,1984,1984,,,2566450.0,263960.0,383600.0,383600.0
grain maize,MA,MA-NAT,main,1985,1985,,,2025890.0,321000.0,401200.0,401200.0
grain maize,MA,MA-NAT,main,1986,1986,,,1144.0,306760.0,375000.0,375000.0
grain maize,MA,MA-NAT,main,1987,1987,,,2317611.0,240000.0,368400.0,368400.0
grain maize,MA,MA-NAT,main,1988,1988,,,1893130.0,357990.0,396400.0,396400.0
grain maize,MA,MA-NAT,main,1989,1989,,,634.6,402840.0,405500.0,405500.0
grain maize,MA,MA-NAT,main,1990,1990,,,1201388.0,435620.0,375600.0,375600.0
grain maize,MA,MA-NAT,main,1991,1991,,,1967095.0,335040.0,385100.0,385100.0
grain maize,MA,MA-NAT,main,1992,1992,,,1384.1,215600.0,453600.0,453600.0
grain maize,MA,MA-NAT,main,1993,1993,,,2722621.52,92320.0,447100.0,447100.0
grain maize,MA,MA-NAT,main,1994,1994,,,1585216.0,202610.0,323600.0,323600.0
grain maize,MA,MA-NAT,main,1995,1995,,,1033.4,50490.0,387400.0,387400.0
grain maize,MA,MA-NAT,main,1996,1996,,,1638086.22,235090.0,253500.0,253500.0
grain maize,MA,MA-NAT,main,1997,1997,,,2000164.0,374460.0,340900.0,340900.0
grain maize,MA,MA-NAT,main,1998,1998,,,1698.4,200500.0,310000.0,310000.0
grain maize,MA,MA-NAT,main,1999,1999,,,3396992.28,136380.0,331000.0,331000.0
grain maize,MA,MA-NAT,main,2000,2000,,,1207615.0,95000.0,237500.0,237500.0
grain maize,MA,MA-NAT,main,2001,2001,,,513.3,53560.0,254200.0,254200.0
grain maize,MA,MA-NAT,main,2002,2002,,,619918.6,198880.0,265400.0,265400.0
grain maize,MA,MA-NAT,main,2003,2003,,,2001473.0,138580.0,246700.0,246700.0
grain maize,MA,MA-NAT,main,2004,2004,,,1232.3,224130.0,244900.0,244900.0
grain maize,MA,MA-NAT,main,2005,2005,,,2466462.0,50120.0,246200.0,246200.0
grain maize,MA,MA-NAT,main,2006,2006,,,1564460.0,297380.0,243800.0,243800.0
grain maize,MA,MA-NAT,main,2007,2007,,,1822.4,94860.0,228300.0,228300.0
grain maize,MA,MA-NAT,main,2008,2008,,,2851022.1,120950.0,219300.0,219300.0
grain maize,MA,MA-NAT,main,2009,2009,,,1050153.0,204520.0,223500.0,223500.0
grain maize,MA,MA-NAT,main,2010,2010,,,1105.7,279150.0,230100.0,230100.0
grain maize,MA,MA-NAT,main,2011,2011,,,1161182.82,221298.0,191880.0,191880.0
grain maize,MA,MA-NAT,main,2012,2012,,,1495190.0,90221.0,117960.0,117960.0
grain maize,MA,MA-NAT,main,2013,2013,,,431.4,118135.85,178126.0,178126.0
grain maize,MA,MA-NAT,main,2014,2014,,,645032.3,97378.9,137447.0,137447.0
grain maize,MA,MA-NAT,main,2015,2015,,,1489257.0,95031.65,125967.0,125967.0
grain maize,MA,MA-NAT,main,2016,2016,,,1866.9,128762.7,138825.0,138825.0
grain maize,MA,MA-NAT,main,2017,2017,,,2780345.4,122398.73,130742.0,130742.0
grain maize,MA,MA-NAT,main,2018,2018,,,1137328.0,118392.0,148178.0,148178.0
grain maize,MA,MA-NAT,main,2019,2019,,,612.3,40490.8,63292.0,63292.0
grain maize,MA,MA-NAT,main,2020,2020,,,696379.79,29887.8,71087.0,71087.0
grain maize,MA,MA-NAT,main,2021,2021,,,1239809.0,48637.3,91658.0,91658.0
grain maize,MA,MA-NAT,main,2022,2022,,,1087.4,35783.2,114959.0,114959.0
grain maize,MA,MA-NAT,main,2023,2023,,,1348114.49,60093.9,84140.0,84140.0
green maize,MA,MA-NAT,main,1961,1961,,,2046500.0,,,
green maize,MA,MA-NAT,main,1962,1962,,,1140.4,,,
green maize,MA,MA-NAT,main,1963,1963,,,2333760.0,,,
green maize,MA,MA-NAT,main,1964,1964,,,2150800.0,,,
green maize,MA,MA-NAT,main,1965,1965,,,570.9,,,
green maize,MA,MA-NAT,main,1966,1966,,,1227870.0,,,
green maize,MA,MA-NAT,main,1967,1967,,,2126000.0,,,
green maize,MA,MA-NAT,main,1968,1968,,,660.9,,,
green maize,MA,MA-NAT,main,1969,1969,,,1405000.0,,,
green maize,MA,MA-NAT,main,1970,1970,,,2382600.0,,,
green maize,MA,MA-NAT,main,1971,1971,,,1066.6,,,
green maize,MA,MA-NAT,main,1972,1972,,,2541400.0,,,
green maize,MA,MA-NAT,main,1973,1973,,,2471800.0,,,
green maize,MA,MA-NAT,main,1974,1974,,,1441.5,,,
green maize,MA,MA-NAT,main,1975,1975,,,3563000.0,,,
green maize,MA,MA-NAT,main,1976,1976,,,2314500.0,,,
green maize,MA,MA-NAT,main,1977,1977,,,666.8,,,
green maize,MA,MA-NAT,main,1978,1978,,,1543300.0,,,
green maize,MA,MA-NAT,main,1979,1979,,,2499200.0,,,
green maize,MA,MA-NAT,main,1980,1980,,,1382.1,,,
green maize,MA,MA-NAT,main,1981,1981,,,3454030.0,,,
green maize,MA,MA-NAT,main,1982,1982,,,2398900.0,,,
green maize,MA,MA-NAT,main,1983,1983,,,1250.0,,,
green maize,MA,MA-NAT,main,1984,1984,,,2998620.0,,,
green maize,MA,MA-NAT,main,1985,1985,,,2414900.0,,,
green maize,MA,MA-NAT,main,1986,1986,,,885.2,,,
green maize,MA,MA-NAT,main,1987,1987,,,2137640.0,,,
green maize,MA,MA-NAT,main,1988,1988,,,2356900.0,,,
green maize,MA,MA-NAT,main,1989,1989,,,1380.0,,,
green maize,MA,MA-NAT,main,1990,1990,,,3252520.0,,,
green maize,MA,MA-NAT,main,1991,1991,,,2232900.0,,,
green maize,MA,MA-NAT,main,1992,1992,,,484.0,,,
green maize,MA,MA-NAT,main,1993,1993,,,1080690.0,,,
green maize,MA,MA-NAT,main,1994,1994,,,2150800.0,,,
green maize,MA,MA-NAT,main,1995,1995,,,477.4,,,
green maize,MA,MA-NAT,main,1996,1996,,,1026830.0,,,
green maize,MA,MA-NAT,main,1997,1997,,,2582400.0,,,
green maize,MA,MA-NAT,main,1998,1998,,,1440.5,,,
green maize,MA,MA-NAT,main,1999,1999,,,3719910.0,,,
green maize,MA,MA-NAT,main,2000,2000,,,1578500.0,,,
green maize,MA,MA-NAT,main,2001,2001,,,385.0,,,
green maize,MA,MA-NAT,main,2002,2002,,,607690.0,,,
green maize,MA,MA-NAT,main,2003,2003,,,2430000.0,,,
green maize,MA,MA-NAT,main,2004,2004,,,1576.6,,,
green maize,MA,MA-NAT,main,2005,2005,,,3831130.0,,,
green maize,MA,MA-NAT,main,2006,2006,,,1996000.0,,,
green maize,MA,MA-NAT,main,2007,2007,,,663.4,,,
green maize,MA,MA-NAT,main,2008,2008,,,1324240.0,,,
green maize,MA,MA-NAT,main,2009,2009,,,2426000.0,,,
green maize,MA,MA-NAT,main,2010,2010,,,812.0,,,
green maize,MA,MA-NAT,main,2011,2011,,,1970000.0,,,
green maize,MA,MA-NAT,main,2012,2012,,,2069880.0,,,
green maize,MA,MA-NAT,main,2013,2013,,,712.1,,,
green maize,MA,MA-NAT,main,2014,2014,,,1473980.0,,,
green maize,MA,MA-NAT,main,2015,2015,,,2250900.0,,,
green maize,MA,MA-NAT,main,2016,2016,,,207.4,,,
green maize,MA,MA-NAT,main,2017,2017,,,466810.0,,,
green maize,MA,MA-NAT,main,2018,2018,,,2126000.0,,,
green maize,MA,MA-NAT,main,2019,2019,,,543.4,,,
green maize,MA,MA-NAT,main,2020,2020,,,1155240.0,,,
green maize,MA,MA-NAT,main,2021,2021,,,2002400.0,,,
green maize,MA,MA-NAT,main,2022,2022,,,833.5,,,
green maize,MA,MA-NAT,main,2023,2023,,,1668980.0,,,
rice,MA,MA-NAT,main,1961,1961,,,,15000.0,5000.0,5000.0
rice,MA,MA-NAT,main,1962,1962,,,,17000.0,5000.0,5000.0
rice,MA,MA-NAT,main,1963,1963,,,,20000.0,4000.0,4000.0
rice,MA,MA-NAT,main,1964,1964,,,,25000.0,5000.0,5000.0
rice,MA,MA-NAT,main,1965,1965,,,,21000.0,5000.0,5000.0
rice,MA,MA-NAT,main,1966,1966,,,,24800.0,5500.0,5500.0
rice,MA,MA-NAT,main,1967,1967,,,,27500.0,5400.0,5400.0
rice,MA,MA-NAT,main,1968,1968,,,,41000.0,7800.0,7800.0
rice,MA,MA-NAT,main,1969,1969,,,,51000.0,8800.0,8800.0
rice,MA,MA-NAT,main,1970,1970,,,,40000.0,8000.0,8000.0
rice,MA,MA-NAT,main,1971,1971,,,,2700.0,1000.0,1000.0
rice,MA,MA-NAT,main,1972,1972,,,,13900.0,3100.0,3100.0
rice,MA,MA-NAT,main,1973,1973,,,,10440.0,2700.0,2700.0
rice,MA,MA-NAT,main,1974,1974,,,,12250.0,3800.0,3800.0
rice,MA,MA-NAT,main,1975,1975,,,,29200.0,6200.0,6200.0
rice,MA,MA-NAT,main,1976,1976,,,,17960.0,5300.0,5300.0
rice,MA,MA-NAT,main,1977,1977,,,,23810.0,6200.0,6200.0
rice,MA,MA-NAT,main,1978,1978,,,,22000.0,9000.0,9000.0
rice,MA,MA-NAT,main,1979,1979,,,,19000.0,5900.0,5900.0
rice,MA,MA-NAT,main,1980,1980,,,,28740.0,5900.0,5900.0
rice,MA,MA-NAT,main,1981,1981,,,,19340.0,5200.0,5200.0
rice,MA,MA-NAT,main,1982,1982,,,,3640.0,1000.0,1000.0
rice,MA,MA-NAT,main,1983,1983,,,,3980.0,1700.0,1700.0
rice,MA,MA-NAT,main,1984,1984,,,,4540.0,1800.0,1800.0
rice,MA,MA-NAT,main,1985,1985,,,,1730.0,600.0,600.0
rice,MA,MA-NAT,main,1986,1986,,,,20480.0,4500.0,4500.0
rice,MA,MA-NAT,main,1987,1987,,,,48950.0,8900.0,8900.0
rice,MA,MA-NAT,main,1988,1988,,,,33380.0,7500.0,7500.0
rice,MA,MA-NAT,main,1989,1989,,,,4410.0,700.0,700.0
rice,MA,MA-NAT,main,1990,1990,,,,3340.0,800.0,800.0
rice,MA,MA-NAT,main,1991,1991,,,,24580.0,6400.0,6400.0
rice,MA,MA-NAT,main,1992,1992,,,,22100.0,7200.0,7200.0
rice,MA,MA-NAT,main,1993,1993,,,,53500.0,10700.0,10700.0
rice,MA,MA-NAT,main,1994,1994,,,,69550.0,10700.0,10700.0
rice,MA,MA-NAT,main,1995,1995,,,,3470.0,700.0,700.0
rice,MA,MA-NAT,main,1996,1996,,,,53360.0,9200.0,9200.0
rice,MA,MA-NAT,main,1997,1997,,,,32040.0,8600.0,8600.0
rice,MA,MA-NAT,main,1998,1998,,,,20020.0,3700.0,3700.0
rice,MA,MA-NAT,main,1999,1999,,,,34650.0,7700.0,7700.0
rice,MA,MA-NAT,main,2000,2000,,,,25200.0,5600.0,5600.0
rice,MA,MA-NAT,main,2001,2001,,,,39580.0,7500.0,7500.0
rice,MA,MA-NAT,main,2002,2002,,,,26530.0,6400.0,6400.0
rice,MA,MA-NAT,main,2003,2003,,,,16900.0,3400.0,3400.0
rice,MA,MA-NAT,main,2004,2004,,,,29500.0,4400.0,4400.0
rice,MA,MA-NAT,main,2005,2005,,,,42840.0,6300.0,6300.0
rice,MA,MA-NAT,main,2006,2006,,,,34000.0,5000.0,5000.0
rice,MA,MA-NAT,main,2007,2007,,,,33150.0,4500.0,4500.0
rice,MA,MA-NAT,main,2008,2008,,,,44520.0,6400.0,6400.0
rice,MA,MA-NAT,main,2009,2009,,,,50040.0,7800.0,7800.0
rice,MA,MA-NAT,main,2010,2010,,,,50520.0,7400.0,7400.0
rice,MA,MA-NAT,main,2011,2011,,,,17840.0,2540.0,2540.0
rice,MA,MA-NAT,main,2012,2012,,,,69554.0,9150.0,9150.0
rice,MA,MA-NAT,main,2013,2013,,,,37716.3,5000.0,5000.0
rice,MA,MA-NAT,main,2014,2014,,,,33051.3,4407.0,4407.0
rice,MA,MA-NAT,main,2015,2015,,,,63297.5,8310.0,8310.0
rice,MA,MA-NAT,main,2016,2016,,,,53353.8,7527.0,7527.0
rice,MA,MA-NAT,main,2017,2017,,,,57697.5,8013.0,8013.0
rice,MA,MA-NAT,main,2018,2018,,,,63037.1,8091.0,8091.0
rice,MA,MA-NAT,main,2019,2019,,,,64598.1,7973.0,7973.0
rice,MA,MA-NAT,main,2020,2020,,,,65700.0,5788.0,5788.0
rice,MA,MA-NAT,main,2021,2021,,,,50900.7,7555.0,7555.0
rice,MA,MA-NAT,main,2022,2022,,,,49110.0,6320.0,6320.0
rice,MA,MA-NAT,main,2023,2023,,,,56222.0,7027.0,7027.0
soybean,MA,MA-NAT,main,1961,1961,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1962,1962,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1963,1963,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1964,1964,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1965,1965,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1966,1966,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1967,1967,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1968,1968,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1969,1969,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1970,1970,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1971,1971,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1972,1972,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1973,1973,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1974,1974,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1975,1975,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1976,1976,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1977,1977,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1978,1978,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1979,1979,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1980,1980,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1981,1981,,,,500.0,500.0,500.0
soybean,MA,MA-NAT,main,1982,1982,,,,300.0,300.0,300.0
soybean,MA,MA-NAT,main,1983,1983,,,,500.0,500.0,500.0
soybean,MA,MA-NAT,main,1984,1984,,,,800.0,800.0,800.0
soybean,MA,MA-NAT,main,1985,1985,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,1986,1986,,,,2000.0,2000.0,2000.0
soybean,MA,MA-NAT,main,1987,1987,,,,4000.0,4000.0,4000.0
soybean,MA,MA-NAT,main,1988,1988,,,,3000.0,3000.0,3000.0
soybean,MA,MA-NAT,main,1989,1989,,,,0.0,0.0,0.0
soybean,MA,MA-NAT,main,1990,1990,,,,8560.0,5290.0,5290.0
soybean,MA,MA-NAT,main,1991,1991,,,,15000.0,10580.0,10580.0
soybean,MA,MA-NAT,main,1992,1992,,,,4300.0,3600.0,3600.0
soybean,MA,MA-NAT,main,1993,1993,,,,4000.0,4000.0,4000.0
soybean,MA,MA-NAT,main,1994,1994,,,,4000.0,2908.0,2908.0
soybean,MA,MA-NAT,main,1995,1995,,,,4010.0,3000.0,3000.0
soybean,MA,MA-NAT,main,1996,1996,,,,2460.0,1000.0,1000.0
soybean,MA,MA-NAT,main,1997,1997,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,1998,1998,,,,800.0,2000.0,2000.0
soybean,MA,MA-NAT,main,1999,1999,,,,1120.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2000,2000,,,,1200.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2001,2001,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2002,2002,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2003,2003,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2004,2004,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2005,2005,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2006,2006,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2007,2007,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2008,2008,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2009,2009,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2010,2010,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2011,2011,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2012,2012,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2013,2013,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2014,2014,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2015,2015,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2016,2016,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2017,2017,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2018,2018,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2019,2019,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2020,2020,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2021,2021,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2022,2022,,,,1000.0,1000.0,1000.0
soybean,MA,MA-NAT,main,2023,2023,,,,1000.0,1000.0,1000.0
sugarcane,MA,MA-NAT,main,1961,1961,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1962,1962,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1963,1963,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1964,1964,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1965,1965,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1966,1966,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1967,1967,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1968,1968,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1969,1969,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1970,1970,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1971,1971,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1972,1972,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1973,1973,,,,0.0,0.0,0.0
sugarcane,MA,MA-NAT,main,1974,1974,,,,10000.0,2000.0,2000.0
sugarcane,MA,MA-NAT,main,1975,1975,,,,62800.0,4400.0,4400.0
sugarcane,MA,MA-NAT,main,1976,1976,,,,77600.0,1800.0,1800.0
sugarcane,MA,MA-NAT,main,1977,1977,,,,177440.0,3600.0,3600.0
sugarcane,MA,MA-NAT,main,1978,1978,,,,337500.0,4500.0,4500.0
sugarcane,MA,MA-NAT,main,1979,1979,,,,293440.0,4100.0,4100.0
sugarcane,MA,MA-NAT,main,1980,1980,,,,375160.0,4022.0,4022.0
sugarcane,MA,MA-NAT,main,1981,1981,,,,621500.0,7240.0,7240.0
sugarcane,MA,MA-NAT,main,1982,1982,,,,509950.0,7600.0,7600.0
sugarcane,MA,MA-NAT,main,1983,1983,,,,734920.0,9400.0,9400.0
sugarcane,MA,MA-NAT,main,1984,1984,,,,775030.0,11300.0,11300.0
sugarcane,MA,MA-NAT,main,1985,1985,,,,720000.0,12800.0,12800.0
sugarcane,MA,MA-NAT,main,1986,1986,,,,792240.0,12400.0,12400.0
sugarcane,MA,MA-NAT,main,1987,1987,,,,848080.0,13000.0,13000.0
sugarcane,MA,MA-NAT,main,1988,1988,,,,1094320.0,15000.0,15000.0
